catalog,well,plate,order,family,genus,species,date,dates_corr,year,orders
24W319,G11,CDFA_P26,Coleoptera,Bostrichidae,Trogoxylon,sp.,30.V.2014,2014-05-30,2014,Coleoptera
24W320,H11,CDFA_P26,Coleoptera,Bostrichidae,Minthea,rugicollis,19.VII.1993,1993-07-19,1993,Coleoptera
24W321,A12,CDFA_P26,Coleoptera,Ptinidae,Hedobia,granosa,11.V.1984,1984-05-11,1984,Coleoptera
24W322,B12,CDFA_P26,Coleoptera,Ptinidae,Ozognathus,cornutus,03.IV.1990,1990-04-03,1990,Coleoptera
24W323,C12,CDFA_P26,Coleoptera,Ptinidae,Ozognathus,cornutus,02.II.1993,1993-02-02,1993,Coleoptera
24W324,D12,CDFA_P26,Coleoptera,Ptinidae,Utobium,elegans,03.VI.1983,1983-06-03,1983,Coleoptera
24W325,E12,CDFA_P26,Coleoptera,Ptinidae,Ernobius,marginicollis,23.VIII.1985,1985-08-23,1985,Coleoptera
24W326,F12,CDFA_P26,Coleoptera,Ptinidae,Ernobius,mollis,22.II.1990,1990-02-22,1990,Coleoptera
24W328,A1,CDFA_P27,Coleoptera,Bostrichidae,Amphicerus,simplex,28.IX.1980,1980-09-28,1980,Coleoptera
24W329,B1,CDFA_P27,Coleoptera,Bostrichidae,Lichenophanes,californicus,04.VI.2004,2004-06-04,2004,Coleoptera
24W330,C1,CDFA_P27,Coleoptera,Ptinidae,Ernobius,montanus,24.VI.1986,1986-06-24,1986,Coleoptera
24W331,D1,CDFA_P27,Coleoptera,Ptinidae,Ernobius,punctulatus,16.IV.1992,1992-04-16,1992,Coleoptera
24W332,E1,CDFA_P27,Coleoptera,Ptinidae,Ernobius,socialis,04.V.1989,1989-05-04,1989,Coleoptera
24W333,F1,CDFA_P27,Coleoptera,Ptinidae,Xeranobium,californicum,07.VII.1985,1985-07-07,1985,Coleoptera
24W334,G1,CDFA_P27,Coleoptera,Ptinidae,Xeranobium,sp.,21.VIII.2010,2010-08-21,2010,Coleoptera
24W335,H1,CDFA_P27,Coleoptera,Ptinidae,Actenobius,pleuralis,25.VI.2003,2003-06-25,2003,Coleoptera
24W336,A2,CDFA_P27,Coleoptera,Ptinidae,Gastrallus,marginipennis,07.IV.1992,1992-04-07,1992,Coleoptera
24W337,B2,CDFA_P27,Coleoptera,Ptinidae,Colposternus,tenuilineatus,22.VIII.1982,1982-08-22,1982,Coleoptera
24W338,C2,CDFA_P27,Coleoptera,Ptinidae,Colposternus,sp.,26.IV.2004,2004-04-26,2004,Coleoptera
24W339,D2,CDFA_P27,Coleoptera,Ptinidae,Trichodesma,cristata,18.VII.2017,2017-07-18,2017,Coleoptera
24W340,E2,CDFA_P27,Coleoptera,Ptinidae,Ptinomorphus,angulatus,07.V.2004,2004-05-07,2004,Coleoptera
24W341,F2,CDFA_P27,Coleoptera,Ptinidae,Ptinomorphus,granosus,27.VI.2006,2006-06-27,2006,Coleoptera
24W342,G2,CDFA_P27,Coleoptera,Ptinidae,Stegobium,paniceum,07.VII.2005,2005-07-07,2005,Coleoptera
24W343,H2,CDFA_P27,Coleoptera,Ptinidae,Oligomerus,enervatus,27.VIII.1982,1982-08-27,1982,Coleoptera
24W344,A3,CDFA_P27,Coleoptera,Ptinidae,Anobium,punctatum,03.VII.2003,2003-07-03,2003,Coleoptera
24W345,B3,CDFA_P27,Coleoptera,Ptinidae,Hemicoelus,gibbicollis,12.VII.2005,2005-07-12,2005,Coleoptera
24W346,C3,CDFA_P27,Coleoptera,Ptinidae,Hemicoelus,gibbicollis,10.VII.1997,1997-07-10,1997,Coleoptera
24W347,D3,CDFA_P27,Coleoptera,Ptinidae,Hemicoelus,laticollis,21.VIII.1982,1982-08-21,1982,Coleoptera
24W348,E3,CDFA_P27,Coleoptera,Ptinidae,Hemicoelus,laticollis,23.VII.2003,2003-07-23,2003,Coleoptera
24W349,F3,CDFA_P27,Coleoptera,Ptinidae,Hadrobregmus,americanus,16.VII.1991,1991-07-16,1991,Coleoptera
24W350,G3,CDFA_P27,Coleoptera,Ptinidae,Hadrobregmus,quadrulus,16.VI.2003,2003-06-16,2003,Coleoptera
24W351,H3,CDFA_P27,Coleoptera,Ptinidae,Hadrobregmus,truncatus,24.VI.1983,1983-06-24,1983,Coleoptera
24W352,A4,CDFA_P27,Coleoptera,Ptinidae,Priobium,punctatum,22.VIII.1982,1982-08-22,1982,Coleoptera
24W353,B4,CDFA_P27,Coleoptera,Ptinidae,Priobium,nr. punctatum,23.III.2008,2008-03-23,2008,Coleoptera
24W354,C4,CDFA_P27,Coleoptera,Ptinidae,Ptilinus,acuminatus,05.VI.2003,2003-06-05,2003,Coleoptera
24W355,D4,CDFA_P27,Coleoptera,Ptinidae,Ptilinus,basalis,19.III.1998,1998-03-19,1998,Coleoptera
24W356,E4,CDFA_P27,Coleoptera,Ptinidae,Ptilinus,ramicornis?,07.VI.2004,2004-06-07,2004,Coleoptera
24W357,F4,CDFA_P27,Coleoptera,Ptinidae,Vrilletta,blaisdelli,20.III.1989,1989-03-20,1989,Coleoptera
24W358,G4,CDFA_P27,Coleoptera,Ptinidae,Vrilletta,expansa,19.III.1997,1997-03-19,1997,Coleoptera
24W359,H4,CDFA_P27,Coleoptera,Ptinidae,Vrilletta,murrayi,24.IV.1999,1999-04-24,1999,Coleoptera
24W360,A5,CDFA_P27,Coleoptera,Ptinidae,Euvrilletta,occidentalis,20.VIII.1993,1993-08-20,1993,Coleoptera
24W361,B5,CDFA_P27,Coleoptera,Ptinidae,Xyletomerus,histricus,03.V.1984,1984-05-03,1984,Coleoptera
24W362,C5,CDFA_P27,Coleoptera,Ptinidae,Xyletinus,californicus,V.1988,NA,NA,Coleoptera
24W363,D5,CDFA_P27,Coleoptera,Ptinidae,Xyletinus,confusus,02.VII.1989,1989-07-02,1989,Coleoptera
24W364,E5,CDFA_P27,Coleoptera,Ptinidae,Xyletinus,rotundicollis,15.VIII.1982,1982-08-15,1982,Coleoptera
24W365,F5,CDFA_P27,Coleoptera,Ptinidae,Lasioderma,haemorrhoidale,VI.2019,NA,NA,Coleoptera
24W366,G5,CDFA_P27,Coleoptera,Ptinidae,Lasioderma,serricorne,06.VII.2022,2022-07-06,2022,Coleoptera
24W367,H5,CDFA_P27,Coleoptera,Ptinidae,Megorama,frontale,03.V.1984,1984-05-03,1984,Coleoptera
24W373,A6,CDFA_P27,Coleoptera,Ptinidae,Megorama,ingens,10.IX.1982,1982-09-10,1982,Coleoptera
24W374,B6,CDFA_P27,Coleoptera,Ptinidae,Calymmaderus,mixtus,03.IX.1986,1986-09-03,1986,Coleoptera
24W375,C6,CDFA_P27,Coleoptera,Ptinidae,Petalium,sp.,18.IX.2003,2003-09-18,2003,Coleoptera
24W376,D6,CDFA_P27,Coleoptera,Ptinidae,Petalium,sp.,01.VI.2005,2005-06-01,2005,Coleoptera
24W377,E6,CDFA_P27,Coleoptera,Ptinidae,Caenocara,californicum,05.X.1981,1981-10-05,1981,Coleoptera
24W378,F6,CDFA_P27,Coleoptera,Ptinidae,Tricorynus,conjunctus,22.VI.1983,1983-06-22,1983,Coleoptera
24W379,G6,CDFA_P27,Coleoptera,Ptinidae,Tricorynus,consobrinus,29.VII.1987,1987-07-29,1987,Coleoptera
24W380,H6,CDFA_P27,Coleoptera,Ptinidae,Tricorynus,estriatus,29.XI.1985,1985-11-29,1985,Coleoptera
24W381,A7,CDFA_P27,Coleoptera,Ptinidae,Tricorynus,gibbulus gibbulus,14.VII.1981,1981-07-14,1981,Coleoptera
24W382,B7,CDFA_P27,Coleoptera,Ptinidae,Tricorynus,nubilus,14.IV.2000,2000-04-14,2000,Coleoptera
24W383,C7,CDFA_P27,Coleoptera,Ptinidae,Tricorynus,nr. obsoletus,09.VI.1989,1989-06-09,1989,Coleoptera
24W384,D7,CDFA_P27,Coleoptera,Ptinidae,Tricorynus,pusillus,29.III.1983,1983-03-29,1983,Coleoptera
24W385,E7,CDFA_P27,Coleoptera,Ptinidae,Mezium,affine,20.I.1992,1992-01-20,1992,Coleoptera
24W386,F7,CDFA_P27,Coleoptera,Ptinidae,Niptus,arcanus,28.III.1991,1991-03-28,1991,Coleoptera
24W387,G7,CDFA_P27,Coleoptera,Ptinidae,Niptus,giulianii,01.IX.1980,1980-09-01,1980,Coleoptera
24W388,H7,CDFA_P27,Coleoptera,Ptinidae,Niptus,ventriculus,13.II.1983,1983-02-13,1983,Coleoptera
24W389,A8,CDFA_P27,Coleoptera,Ptinidae,Ptinus,fallax,11.II.1983,1983-02-11,1983,Coleoptera
24W390,B8,CDFA_P27,Coleoptera,Ptinidae,Ptinus,verticalis,25.II.1992,1992-02-25,1992,Coleoptera
24W391,C8,CDFA_P27,Coleoptera,Cleridae,Cymatodera,aegra,10.VIII.1981,1981-08-10,1981,Coleoptera
24W392,D8,CDFA_P27,Coleoptera,Cleridae,Cymatodera,decipiens,03.VII.2016,2016-07-03,2016,Coleoptera
24W393,E8,CDFA_P27,Coleoptera,Cleridae,Cymatodera,delicatula,13.VI.2023,2023-06-13,2023,Coleoptera
24W394,F8,CDFA_P27,Coleoptera,Cleridae,Cymatodera,eremicola,19.VI.2022,2022-06-19,2022,Coleoptera
24W395,G8,CDFA_P27,Coleoptera,Cleridae,Cymatodera,fuchsii,25.VI.2017,2017-06-25,2017,Coleoptera
24W396,H8,CDFA_P27,Coleoptera,Cleridae,Cymatodera,latefascia,IX.1987,NA,NA,Coleoptera
24W397,A9,CDFA_P27,Coleoptera,Cleridae,Cymatodera,pallida,03.VII.2016,2016-07-03,2016,Coleoptera
24W398,B9,CDFA_P27,Coleoptera,Cleridae,Cymatodera,sobara,24.VI.2017,2017-06-24,2017,Coleoptera
24W399,C9,CDFA_P27,Coleoptera,Cleridae,Cymatodera,uniformis,03.VII.2019,2019-07-03,2019,Coleoptera
24W400,D9,CDFA_P27,Coleoptera,Cleridae,Callotillus,elegans elegans,04.IV.2004,2004-04-04,2004,Coleoptera
24W401,E9,CDFA_P27,Coleoptera,Cleridae,Monophylla,californica,18.VII.2017,2017-07-18,2017,Coleoptera
24W402,F9,CDFA_P27,Coleoptera,Cleridae,Monophylla,californica,07.VIII.2003,2003-08-07,2003,Coleoptera
24W403,G9,CDFA_P27,Coleoptera,Cleridae,Phyllobaenus,discoideus,13.III.1984,1984-03-13,1984,Coleoptera
24W404,H9,CDFA_P27,Coleoptera,Cleridae,Phyllobaenus,funebris,28.V.2005,2005-05-28,2005,Coleoptera
24W405,A10,CDFA_P27,Coleoptera,Cleridae,Phyllobaenus,scaber,28.V.2005,2005-05-28,2005,Coleoptera
24W406,B10,CDFA_P27,Coleoptera,Cleridae,Enoclerus,laetus,11.VII.2002,2002-07-11,2002,Coleoptera
24W407,C10,CDFA_P27,Coleoptera,Cleridae,Enoclerus,laetus nexus,22.VIII.2022,2022-08-22,2022,Coleoptera
24W408,D10,CDFA_P27,Coleoptera,Cleridae,Enoclerus,lecontei,XII.2001,NA,NA,Coleoptera
24W409,E10,CDFA_P27,Coleoptera,Cleridae,Enoclerus,schaefferi,25.VII.2003,2003-07-25,2003,Coleoptera
24W410,F10,CDFA_P27,Coleoptera,Cleridae,Boschella,fasciata,26.VII.2005,2005-07-26,2005,Coleoptera
24W411,G10,CDFA_P27,Coleoptera,Cleridae,Loedelia,maculicollis,13.VI.2021,2021-06-13,2021,Coleoptera
24W412,H10,CDFA_P27,Coleoptera,Cleridae,Necrobia,ruficollis,18.VI.1985,1985-06-18,1985,Coleoptera
24W413,A11,CDFA_P27,Coleoptera,Cleridae,Necrobia,rufipes,23.VII.2019,2019-07-23,2019,Coleoptera
24W414,B11,CDFA_P27,Coleoptera,Cleridae,Necrobia,violacea,22.VIII.1982,1982-08-22,1982,Coleoptera
24W415,C11,CDFA_P27,Coleoptera,Lymexylidae,Melittomma,sp.,29.III.2005,2005-03-29,2005,Coleoptera
24W416,D11,CDFA_P27,Coleoptera,Trogossitidae,Eronyxa,pallida,16.VI.1996,1996-06-16,1996,Coleoptera
24W417,E11,CDFA_P27,Coleoptera,Trogossitidae,Airora,sp.,12.IV.1994,1994-04-12,1994,Coleoptera
24W418,F11,CDFA_P27,Coleoptera,Trogossitidae,Tenebroides,sp.,23.VII.1992,1992-07-23,1992,Coleoptera
24W419,G11,CDFA_P27,Coleoptera,Melyridae,Collops,sp.,13.VIII.1998,1998-08-13,1998,Coleoptera
24W420,H11,CDFA_P27,Coleoptera,Melyridae,Collops,sp.,09.VI.2014,2014-06-09,2014,Coleoptera
24W421,A12,CDFA_P27,Coleoptera,Rhadalidae,Rhadalus,testaceus,02.VIII.2022,2022-08-02,2022,Coleoptera
24W422,B12,CDFA_P27,Coleoptera,Melyridae,Enallonyx,cinerascens,28.V.2005,2005-05-28,2005,Coleoptera
24W423,C12,CDFA_P27,Coleoptera,Melyridae,Trichochrous,antennatus,17.VI.1999,1999-06-17,1999,Coleoptera
24W424,D12,CDFA_P27,Coleoptera,Melyridae,Trichochrous,sp.,10.V.2013,2013-05-10,2013,Coleoptera
24W425,E12,CDFA_P27,Coleoptera,Melyridae,Vectura,sp.,09.IV.1985,1985-04-09,1985,Coleoptera
24W426,F12,CDFA_P27,Coleoptera,Byturidae,Xerasia,grisescens,09.III.1990,1990-03-09,1990,Coleoptera
24W430,A1,CDFA_P28,Diptera (Brachycera),Dolichopodidae,Hydatostega,viridiflos gratiosa,20.VII.1980,1980-07-20,1980,Diptera
24W431,B1,CDFA_P28,Diptera (Brachycera),Dolichopodidae,Hydatostega,viridiflos gratiosa,20.VII.1980,1980-07-20,1980,Diptera
24W432,C1,CDFA_P28,Diptera (Brachycera),Dolichopodidae,Hydatostega,viridiflos gratiosa,20.VII.1980,1980-07-20,1980,Diptera
24W433,D1,CDFA_P28,Diptera (Brachycera),Dolichopodidae,Liancalus,similis,28.V.2005,2005-05-28,2005,Diptera
24W434,E1,CDFA_P28,Diptera (Brachycera),Apioceridae,Apiocera,interrupta,15.VIII.1972,1972-08-15,1972,Diptera
24W435,F1,CDFA_P28,Diptera (Brachycera),Syrphidae,Eupeodes,lapponicus,17.V.2007,2007-05-17,2007,Diptera
24W436,G1,CDFA_P28,Diptera (Brachycera),Syrphidae,Eupeodes,lapponicus,27.V.2010,2010-05-27,2010,Diptera
24W437,H1,CDFA_P28,Diptera (Brachycera),Syrphidae,Eupeodes,lapponicus,14.VIII.2006,2006-08-14,2006,Diptera
24W438,A2,CDFA_P28,Diptera (Brachycera),Dolichopodidae,Hydrophorus,NA,14.VII.1985,1985-07-14,1985,Diptera
24W439,B2,CDFA_P28,Diptera (Brachycera),Dolichopodidae,Hydrophorus,NA,14.VII.1985,1985-07-14,1985,Diptera
24W440,C2,CDFA_P28,Diptera (Brachycera),Dolichopodidae,Hydrophorus,NA,14.VII.1985,1985-07-14,1985,Diptera
24W441,D2,CDFA_P28,Diptera (Brachycera),Empididae,Empis,NA,26.V.1985,1985-05-26,1985,Diptera
24W442,E2,CDFA_P28,Diptera (Brachycera),Syrphidae,Eupeodes,latifasciatus,2.XI.2007,2007-11-02,2007,Diptera
24W443,F2,CDFA_P28,Diptera (Brachycera),Syrphidae,Eupeodes,latifasciatus,2.XI.2007,2007-11-02,2007,Diptera
24W444,G2,CDFA_P28,Diptera (Brachycera),Syrphidae,Eupeodes,latifasciatus,2.XI.2007,2007-11-02,2007,Diptera
24W445,H2,CDFA_P28,Diptera (Brachycera),Syrphidae,Eupeodes,volucris,9.V.2013,2013-05-09,2013,Diptera
24W446,A3,CDFA_P28,Diptera (Brachycera),Dolichopodidae,Scellus,NA,11.VIII.1985,1985-08-11,1985,Diptera
24W447,B3,CDFA_P28,Diptera (Brachycera),Dolichopodidae,Scellus,NA,11.VIII.1985,1985-08-11,1985,Diptera
24W448,C3,CDFA_P28,Diptera (Brachycera),Dolichopodidae,Scellus,NA,11.VIII.1985,1985-08-11,1985,Diptera
24W449,D3,CDFA_P28,Diptera (Brachycera),Empididae,Empis,NA,26.V.1985,1985-05-26,1985,Diptera
24W450,E3,CDFA_P28,Diptera (Brachycera),Syrphidae,Megasyrphus,laxus,24.VII.2009,2009-07-24,2009,Diptera
24W451,F3,CDFA_P28,Diptera (Brachycera),Syrphidae,Megasyrphus,laxus,18.VIII.2008,2008-08-18,2008,Diptera
24W452,G3,CDFA_P28,Diptera (Brachycera),Syrphidae,Megasyrphus,laxus,18.VIII.2008,2008-08-18,2008,Diptera
24W453,H3,CDFA_P28,Diptera (Brachycera),Syrphidae,Sphaerophoria,contigua,10.IV.2015,2015-04-10,2015,Diptera
24W471,A4,CDFA_P28,Diptera (Brachycera),Empididae,Rhamphomyia,NA,26.III.2003,2003-03-26,2003,Diptera
24W472,B4,CDFA_P28,Diptera (Brachycera),Empididae,Rhamphomyia,NA,26.III.2003,2003-03-26,2003,Diptera
24W473,C4,CDFA_P28,Diptera (Brachycera),Empididae,Rhamphomyia,NA,26.III.2003,2003-03-26,2003,Diptera
24W474,D4,CDFA_P28,Hymenoptera,Siricidae,Xeris,indecisus,5.VII.2023,2023-07-05,2023,Hymenoptera
24W475,E4,CDFA_P28,Diptera (Brachycera),Syrphidae,Parasyrphus,NA,24.VII.2009,2009-07-24,2009,Diptera
24W476,F4,CDFA_P28,Diptera (Brachycera),Syrphidae,Parasyrphus,NA,20.VI.2006,2006-06-20,2006,Diptera
24W477,G4,CDFA_P28,Diptera (Brachycera),Syrphidae,Parasyrphus,NA,20.VI.2006,2006-06-20,2006,Diptera
24W478,H4,CDFA_P28,Diptera (Brachycera),Syrphidae,Sphaerophoria,contigua,17.V.2015,2015-05-17,2015,Diptera
24W479,A5,CDFA_P28,Diptera (Brachycera),Mydidae,Nemomydas,pantherinus,18.VIII.1984,1984-08-18,1984,Diptera
24W480,B5,CDFA_P28,Diptera (Brachycera),Mydidae,Nemomydas,pantherinus,18.VIII.1984,1984-08-18,1984,Diptera
24W481,C5,CDFA_P28,Diptera (Brachycera),Mydidae,Nemomydas,pantherinus,13.VIII.1984,1984-08-13,1984,Diptera
24W482,D5,CDFA_P28,Diptera (Brachycera),Mydidae,Pseudonomoneura,californica,8.VIII.1982,1982-08-08,1982,Diptera
24W483,E5,CDFA_P28,Diptera (Brachycera),Syrphidae,Platycheirus,NA,11.IV.2011,2011-04-11,2011,Diptera
24W484,F5,CDFA_P28,Diptera (Brachycera),Syrphidae,Platycheirus,NA,10.IV.2011,2011-04-10,2011,Diptera
24W485,G5,CDFA_P28,Diptera (Brachycera),Syrphidae,Platycheirus,NA,9.VI.2010,2010-06-09,2010,Diptera
24W486,H5,CDFA_P28,Diptera (Brachycera),Syrphidae,Sphaerophoria,contigua,17.V.2015,2015-05-17,2015,Diptera
24W487,A6,CDFA_P28,Diptera (Brachycera),Conopidae,Physoconops,NA,26.VI.2002,2002-06-26,2002,Diptera
24W488,B6,CDFA_P28,Diptera (Brachycera),Conopidae,Physoconops,NA,26.VI.2002,2002-06-26,2002,Diptera
24W489,C6,CDFA_P28,Diptera (Brachycera),Conopidae,Physoconops,NA,23.VIII.1994,1994-08-23,1994,Diptera
24W490,D6,CDFA_P28,Diptera (Brachycera),Psilidae,Chyliza,leguminicola,24.V.1986,1986-05-24,1986,Diptera
24W491,E6,CDFA_P28,Diptera (Brachycera),Syrphidae,Platycheirus,stegnus,22.VI.2006,2006-06-22,2006,Diptera
24W492,F6,CDFA_P28,Diptera (Brachycera),Syrphidae,Platycheirus,stegnus,22.VI.2006,2006-06-22,2006,Diptera
24W493,G6,CDFA_P28,Diptera (Brachycera),Syrphidae,Platycheirus,stegnus,22.VI.2006,2006-06-22,2006,Diptera
24W494,H6,CDFA_P28,Diptera (Brachycera),Syrphidae,Syrphus,currani,22.VI.2006,2006-06-22,2006,Diptera
24W495,A7,CDFA_P28,Diptera (Brachycera),Psilidae,Chyliza,leguminicola,24.V.1986,1986-05-24,1986,Diptera
24W496,B7,CDFA_P28,Diptera (Brachycera),Psilidae,Chyliza,leguminicola,13.VI.1986,1986-06-13,1986,Diptera
24W497,C7,CDFA_P28,Diptera (Brachycera),Mydidae,Pseudonomoneura,NA,VII.2016,NA,NA,Diptera
24W498,D7,CDFA_P28,Diptera (Brachycera),Mydidae,Pseudonomoneura,NA,VII.2016,NA,NA,Diptera
24W499,E7,CDFA_P28,Diptera (Brachycera),Syrphidae,Pseudoscaeva,diversifasciata,27.V.2010,2010-05-27,2010,Diptera
24W500,F7,CDFA_P28,Diptera (Brachycera),Syrphidae,Pseudoscaeva,diversifasciata,26.VI.2010,2010-06-26,2010,Diptera
24W501,G7,CDFA_P28,Diptera (Brachycera),Syrphidae,Pseudoscaeva,diversifasciata,20.IV.2003,2003-04-20,2003,Diptera
24W502,H7,CDFA_P28,Diptera (Brachycera),Syrphidae,Syrphus,torvus,2.XI.2007,2007-11-02,2007,Diptera
24W503,A8,CDFA_P28,Diptera (Brachycera),Syrphidae,Microdon,NA,23.VI.2011,2011-06-23,2011,Diptera
24W504,B8,CDFA_P28,Diptera (Brachycera),Syrphidae,Microdon,cf. globosus,25.VIII.1980,1980-08-25,1980,Diptera
24W505,C8,CDFA_P28,Diptera (Brachycera),Syrphidae,Didea,fuscipes,26.VI.2010,2010-06-26,2010,Diptera
24W506,D8,CDFA_P28,Diptera (Brachycera),Syrphidae,Didea,fuscipes,15.IX.2006,2006-09-15,2006,Diptera
24W507,E8,CDFA_P28,Diptera (Brachycera),Syrphidae,Scaeva,pyrastri,9.VI.2010,2010-06-09,2010,Diptera
24W508,F8,CDFA_P28,Diptera (Brachycera),Syrphidae,Scaeva,pyrastri,9.VI.2010,2010-06-09,2010,Diptera
24W509,G8,CDFA_P28,Diptera (Brachycera),Syrphidae,Scaeva,pyrastri,15.IV.2003,2003-04-15,2003,Diptera
24W510,H8,CDFA_P28,Diptera (Brachycera),Syrphidae,Syrphus,torvus,18.VIII.2008,2008-08-18,2008,Diptera
24W511,A9,CDFA_P28,Diptera (Brachycera),Syrphidae,Allograpta,obliqua,20.IV.2003,2003-04-20,2003,Diptera
24W512,B9,CDFA_P28,Diptera (Brachycera),Syrphidae,Allograpta,obliqua,20.IV.2003,2003-04-20,2003,Diptera
24W513,C9,CDFA_P28,Diptera (Brachycera),Syrphidae,Dasysyrphus,intrudens,9.VII.2008,2008-07-09,2008,Diptera
24W514,D9,CDFA_P28,Diptera (Brachycera),Syrphidae,Dasysyrphus,intrudens,25.V.2006,2006-05-25,2006,Diptera
24W515,E9,CDFA_P28,Diptera (Brachycera),Syrphidae,Sphaerophoria,pyrrhina,30.V.2012,2012-05-30,2012,Diptera
24W516,F9,CDFA_P28,Diptera (Brachycera),Syrphidae,Sphaerophoria,pyrrhina,27.VII.2012,2012-07-27,2012,Diptera
24W517,G9,CDFA_P28,Diptera (Brachycera),Syrphidae,Sphaerophoria,pyrrhina,24.VII.2012,2012-07-24,2012,Diptera
24W518,H9,CDFA_P28,Diptera (Brachycera),Syrphidae,Toxomerus,marginatus,24.VII.2009,2009-07-24,2009,Diptera
24W519,A10,CDFA_P28,Hymenoptera,Siricidae,Xeris,spectrum,5.VII.2023,2023-07-05,2023,Hymenoptera
24W520,B10,CDFA_P28,Diptera (Brachycera),Syrphidae,Eupeodes,fumipennis,8.VI.2006,2006-06-08,2006,Diptera
24W521,C10,CDFA_P28,Diptera (Brachycera),Syrphidae,Eupeodes,fumipennis,25.V.2006,2006-05-25,2006,Diptera
24W522,D10,CDFA_P28,Diptera (Brachycera),Syrphidae,Eupeodes,fumipennis,25.X.2010,2010-10-25,2010,Diptera
24W523,E10,CDFA_P28,Diptera (Brachycera),Syrphidae,Sphaerophoria,sulphuripes,2.VI.2009,2009-06-02,2009,Diptera
24W524,F10,CDFA_P28,Diptera (Brachycera),Syrphidae,Sphaerophoria,sulphuripes,24.V.2006,2006-05-24,2006,Diptera
24W525,G10,CDFA_P28,Diptera (Brachycera),Syrphidae,Sphaerophoria,sulphuripes,30.V.2009,2009-05-30,2009,Diptera
24W526,H10,CDFA_P28,Diptera (Brachycera),Syrphidae,Toxomerus,marginatus,2.VI.2009,2009-06-02,2009,Diptera
24W527,A11,CDFA_P28,Diptera (Brachycera),Mydidae,Rhaphiomidas,acton acton,2.VII.1982,1982-07-02,1982,Diptera
24W528,B11,CDFA_P28,Diptera (Brachycera),Mydidae,Rhaphiomidas,acton maculatus,2.VI.1980,1980-06-02,1980,Diptera
24W529,C11,CDFA_P28,Diptera (Brachycera),Mydidae,Rhaphiomidas,acton acton,6.VIII.2005,2005-08-06,2005,Diptera
24W530,D11,CDFA_P28,Diptera (Brachycera),Mydidae,Rhaphiomidas,acton acton,2.VII.1982,1982-07-02,1982,Diptera
24W531,E11,CDFA_P28,Diptera (Brachycera),Syrphidae,Syrphus,intricatus,8.VI.2006,2006-06-08,2006,Diptera
24W532,F11,CDFA_P28,Diptera (Brachycera),Syrphidae,Syrphus,intricatus,8.VI.2006,2006-06-08,2006,Diptera
24W533,G11,CDFA_P28,Diptera (Brachycera),Syrphidae,Syrphus,intricatus,25.V.2006,2006-05-25,2006,Diptera
24W534,H11,CDFA_P28,Diptera (Brachycera),Syrphidae,Syrphus,opinator,24.IV.2007,2007-04-24,2007,Diptera
24W535,A12,CDFA_P28,Diptera (Brachycera),Apioceridae,Apiocera,ogradyi,7.VIII.1981,1981-08-07,1981,Diptera
24W536,B12,CDFA_P28,Diptera (Brachycera),Mydidae,Heteromydas,bicolor,18.VIII.1982,1982-08-18,1982,Diptera
24W537,C12,CDFA_P28,Diptera (Brachycera),Mydidae,Heteromydas,bicolor,18.VIII.1982,1982-08-18,1982,Diptera
24W538,D12,CDFA_P28,Diptera (Brachycera),Mydidae,Rhaphiomidas,acton maehleri,15.VIII.1982,1982-08-15,1982,Diptera
24W539,E12,CDFA_P28,Diptera (Brachycera),Syrphidae,Syrphus,opinator,7.VII.2009,2009-07-07,2009,Diptera
24W540,F12,CDFA_P28,Diptera (Brachycera),Syrphidae,Syrphus,opinator,26.IV.2007,2007-04-26,2007,Diptera
CASENT8581379,A1,CAS_P100,Diptera,Stratiomyidae,Inopus,Inopus rubriceps,1998,NA,NA,Diptera
CASENT8582568,B1,CAS_P100,Diptera,Stratiomyidae,Inopus,Inopus rubriceps,1987,NA,NA,Diptera
CASENT8581844,C1,CAS_P100,Diptera,Stratiomyidae,Inopus,Inopus rubriceps,1987,NA,NA,Diptera
CASENT8582601,D1,CAS_P100,Diptera,Stratiomyidae,Hermetia,Hermetia illucens,1984,NA,NA,Diptera
CASENT8581957,E1,CAS_P100,Diptera,Stratiomyidae,Hermetia,Hermetia illucens,1999,NA,NA,Diptera
CASENT8581434,F1,CAS_P100,Diptera,Stratiomyidae,Hermetia,Hermetia illucens,1984,NA,NA,Diptera
CASENT9092960,G1,CAS_P100,Diptera,Stratiomyidae,Stratiomys,Stratiomys maculosa,2020,NA,NA,Diptera
CASENT8581313,H1,CAS_P100,Diptera,Stratiomyidae,Odontomyia,Odontomyia pilosa,1981,NA,NA,Diptera
CASENT8581925,A2,CAS_P100,Diptera,Stratiomyidae,Odontomyia,Odontomyia pilosa,1981,NA,NA,Diptera
CASENT8582669,B2,CAS_P100,Diptera,Stratiomyidae,Odontomyia,Odontomyia pilosa,1980,NA,NA,Diptera
CASENT8582711,C2,CAS_P100,Diptera,Stratiomyidae,Odontomyia,Odontomyia hoodiana,1983,NA,NA,Diptera
CASENT8581777,D2,CAS_P100,Diptera,Stratiomyidae,Odontomyia,Odontomyia cincta,1999,NA,NA,Diptera
CASENT8581671,E2,CAS_P100,Diptera,Tabanidae,Silvius,Silvius abdominalis,1990,NA,NA,Diptera
CASENT8581053,F2,CAS_P100,Diptera,Tabanidae,Silvius,Silvius abdominalis,1990,NA,NA,Diptera
CASENT8581388,G2,CAS_P100,Diptera,Tabanidae,Silvius,Silvius abdominalis,1990,NA,NA,Diptera
