"catalog","order","family","genus","species","date","dates_corr","year","orders"
"23U595","Diptera (Brachycera)","Tephritidae","Trupanea","bisetosa","20.VIII.2019",2019-08-20,"2019","Diptera"
"23U596","Diptera (Brachycera)","Tephritidae","Trupanea","californica","18.IX.2003",2003-09-18,"2003","Diptera"
"23U597","Diptera (Brachycera)","Tephritidae","Trupanea","conjuncta","02.XII.2009",2009-12-02,"2009","Diptera"
"23U598","Diptera (Brachycera)","Tephritidae","Trupanea","femoralis","07.VII.2022",2022-07-07,"2022","Diptera"
"23U599","Diptera (Brachycera)","Tephritidae","Trupanea","imperfecta","24.V.2009",2009-05-24,"2009","Diptera"
"23U600","Diptera (Brachycera)","Tephritidae","Trupanea","imperfecta","19.IV.2003",2003-04-19,"2003","Diptera"
"23U601","Diptera (Brachycera)","Tephritidae","Trupanea","imperfecta","23-24.VII.2017",NA,NA,"Diptera"
"23U602","Diptera (Brachycera)","Tephritidae","Trupanea","jonesi","21.VI.2007",2007-06-21,"2007","Diptera"
"23U603","Diptera (Brachycera)","Tephritidae","Trupanea","jonesi","29.VI.2016",2016-06-29,"2016","Diptera"
"23U604","Diptera (Brachycera)","Tephritidae","Trupanea","nigricornis","8.V.2019",2019-05-08,"2019","Diptera"
"23U605","Diptera (Brachycera)","Tephritidae","Trupanea","nigricornis","8.V.2019",2019-05-08,"2019","Diptera"
"23U606","Diptera (Brachycera)","Tephritidae","Trupanea","pseudovicina","23.XI.1991",1991-11-23,"1991","Diptera"
"23U607","Diptera (Brachycera)","Tephritidae","Trupanea","pseudovicina","1.VI.2003",2003-06-01,"2003","Diptera"
"23U608","Diptera (Brachycera)","Tephritidae","Trupanea","radifera","18.IV.2003",2003-04-18,"2003","Diptera"
"23U609","Diptera (Brachycera)","Tephritidae","Trupanea","radifera","18.IV.2003",2003-04-18,"2003","Diptera"
"23U610","Diptera (Brachycera)","Tephritidae","Trupanea","signata","30.VI.2016",2016-06-30,"2016","Diptera"
"23U611","Diptera (Brachycera)","Tephritidae","Trupanea","signata","20.V.2003",2003-05-20,"2003","Diptera"
"23U612","Diptera (Brachycera)","Tephritidae","Trupanea","signata","8.X.1988",1988-10-08,"1988","Diptera"
"23U613","Diptera (Brachycera)","Tephritidae","Trupanea","vicina","27.X.2017",2017-10-27,"2017","Diptera"
"23U614","Diptera (Brachycera)","Tephritidae","Trupanea","vicina","22.IX.2008",2008-09-22,"2008","Diptera"
"23U615","Diptera (Brachycera)","Tephritidae","Trupanea","vicina","10.I.2013",2013-01-10,"2013","Diptera"
"23U616","Diptera (Brachycera)","Tephritidae","Trupanea","wheeleri","27.VI.2003",2003-06-27,"2003","Diptera"
"23U617","Diptera (Brachycera)","Tephritidae","Trupanea","wheeleri","22.VII.2003",2003-07-22,"2003","Diptera"
"23U618","Diptera (Brachycera)","Tephritidae","Trupanea","wheeleri","2.VII.2002",2002-07-02,"2002","Diptera"
"23U619","Diptera (Brachycera)","Tephritidae","Trupanea","sp.","2.IV.1993",1993-04-02,"1993","Diptera"
"23U620","Diptera (Brachycera)","Tephritidae","Urophora","quadrifasciata","19.VII.1996",1996-07-19,"1996","Diptera"
"23U621","Diptera (Brachycera)","Tephritidae","Urophora","quadrifasciata","18.VII.1986",1986-07-18,"1986","Diptera"
"23U622","Diptera (Brachycera)","Tephritidae","Chetostoma","californicum","14.X.2021",2021-10-14,"2021","Diptera"
"23U623","Diptera (Brachycera)","Tephritidae","Chetostoma","californicum","13.IX.1993",1993-09-13,"1993","Diptera"
"23U624","Diptera (Brachycera)","Tephritidae","Trupanea","sp.","17.VIII.1983",1983-08-17,"1983","Diptera"
"23U625","Diptera (Brachycera)","Tephritidae","Trupanea","sp.","22.IX.2008",2008-09-22,"2008","Diptera"
"23U626","Diptera (Brachycera)","Tephritidae","Trupanea","sp.","1.V.2008",2008-05-01,"2008","Diptera"
"23U627","Diptera (Brachycera)","Tephritidae","Urophora","quadrifasciata","19.VII.1996",1996-07-19,"1996","Diptera"
"23U628","Diptera (Brachycera)","Tephritidae","Urophora","stylata","VI.2000",NA,NA,"Diptera"
"23U629","Diptera (Brachycera)","Tephritidae","Urophora","stylata","VI.2000",NA,NA,"Diptera"
"23U630","Diptera (Brachycera)","Tephritidae","Urophora","stylata","VI.2000",NA,NA,"Diptera"
"23U631","Diptera (Brachycera)","Tephritidae","Euleia","fratria","17.VII.2009",2009-07-17,"2009","Diptera"
"23U632","Diptera (Brachycera)","Tephritidae","Chetostoma","californicum","15.VI.2016",2016-06-15,"2016","Diptera"
"23U633","Diptera (Brachycera)","Tephritidae","Valentibulla","californica","19.V.1981",1981-05-19,"1981","Diptera"
"23U634","Diptera (Brachycera)","Tephritidae","Valentibulla","californica","19.V.1981",1981-05-19,"1981","Diptera"
"23U635","Diptera (Brachycera)","Tephritidae","Valentibulla","californica","19.V.1981",1981-05-19,"1981","Diptera"
"23U636","Diptera (Brachycera)","Tephritidae","Euphranta","canadensis","23.II.2021",2021-02-23,"2021","Diptera"
"23U637","Diptera (Brachycera)","Tephritidae","Rhagoletis","basiola","27.VIII.2005",2005-08-27,"2005","Diptera"
"23U639","Diptera (Brachycera)","Tephritidae","Rhagoletis","basiola","31.VII.2012",2012-07-31,"2012","Diptera"
"23U640","Diptera (Brachycera)","Tephritidae","Rhagoletis","basiola","22.VI.2009",2009-06-22,"2009","Diptera"
"23U641","Diptera (Brachycera)","Tephritidae","Euleia","fratria","18.V.1987",1987-05-18,"1987","Diptera"
"23U642","Diptera (Brachycera)","Tephritidae","Euleia","fratria","27.VI.1998",1998-06-27,"1998","Diptera"
"23U643","Diptera (Brachycera)","Tephritidae","Euleia","fratria","06.VII.2017",2017-07-06,"2017","Diptera"
"23U644","Diptera (Brachycera)","Tephritidae","Euphranta","canadensis","23.II.2021",2021-02-23,"2021","Diptera"
"23U645","Diptera (Brachycera)","Tephritidae","Rhagoletis","completa","29.IX.2003",2003-09-29,"2003","Diptera"
"23U646","Diptera (Brachycera)","Tephritidae","Rhagoletis","pomonella","30.IX.2009",2009-09-30,"2009","Diptera"
"23U647","Diptera (Brachycera)","Tephritidae","Rhagoletis","pomonella","8.IX.2009",2009-09-08,"2009","Diptera"
"23U648","Diptera (Brachycera)","Tephritidae","Rhagoletis","pomonella","31.VIII.2010",2010-08-31,"2010","Diptera"
"23U649","Diptera (Brachycera)","Tephritidae","Rhagoletis","berberis","11.VII.1983",1983-07-11,"1983","Diptera"
"23U650","Diptera (Brachycera)","Tephritidae","Rhagoletis","berberis","25.VII.1984",1984-07-25,"1984","Diptera"
"23U651","Diptera (Brachycera)","Tephritidae","Rhagoletis","completa","11.VIII.2009",2009-08-11,"2009","Diptera"
"23U652","Diptera (Brachycera)","Tephritidae","Rhagoletis","completa","11.VIII.2009",2009-08-11,"2009","Diptera"
"23U653","Diptera (Brachycera)","Agromyzidae","Phytomyza","syngenesiae","24.I.2001",2001-01-24,"2001","Diptera"
"23U654","Diptera (Brachycera)","Agromyzidae","Liriomyza","nr genalis","23.IV.1997",1997-04-23,"1997","Diptera"
"23U655","Diptera (Brachycera)","Agromyzidae","Liriomyza","nr genalis","23.IV.1997",1997-04-23,"1997","Diptera"
"23U656","Diptera (Brachycera)","Agromyzidae","Liriomyza","nr genalis","23.IV.1997",1997-04-23,"1997","Diptera"
"23U657","Diptera (Brachycera)","Tephritidae","Rhagoletis","zephyria","24.VII.2008",2008-07-24,"2008","Diptera"
"23U658","Diptera (Brachycera)","Tephritidae","Rhagoletis","zephyria","4.IX.1987",1987-09-04,"1987","Diptera"
"23U659","Diptera (Brachycera)","Tephritidae","Rhagoletis","zephyria","4.IX.1987",1987-09-04,"1987","Diptera"
"23U660","Diptera (Brachycera)","Agromyzidae","Phytomyza","syngenesiae","24.I.2001",2001-01-24,"2001","Diptera"
"23U661","Diptera (Brachycera)","Agromyzidae","Liriomyza","brassicae","4.V.1998",1998-05-04,"1998","Diptera"
"23U662","Diptera (Brachycera)","Agromyzidae","Liriomyza","brassicae","20.III.1997",1997-03-20,"1997","Diptera"
"23U663","Diptera (Brachycera)","Agromyzidae","Liriomyza","brassicae","30.IV.1997",1997-04-30,"1997","Diptera"
"23U664","Diptera (Brachycera)","Agromyzidae","Liriomyza","huidobrensis","17.IV.2005",2005-04-17,"2005","Diptera"
"23U665","Diptera (Brachycera)","Agromyzidae","Liriomyza","huidobrensis","14.V,2008",NA,NA,"Diptera"
"23U666","Diptera (Brachycera)","Agromyzidae","Liriomyza","sativae","24.III.2009",2009-03-24,"2009","Diptera"
"23U667","Diptera (Brachycera)","Agromyzidae","Liriomyza","langei","2005",NA,NA,"Diptera"
"23U668","Diptera (Brachycera)","Agromyzidae","Liriomyza","septentrionalis","15.VI.2003",2003-06-15,"2003","Diptera"
"23U669","Diptera (Brachycera)","Agromyzidae","Liriomyza","septentrionalis","15.VI.2003",2003-06-15,"2003","Diptera"
"23U670","Diptera (Brachycera)","Agromyzidae","Liriomyza","septentrionalis","24.VII.2009",2009-07-24,"2009","Diptera"
"23U671","Diptera (Brachycera)","Agromyzidae","Liriomyza","trifolii","10.X.1998",1998-10-10,"1998","Diptera"
"23U672","Diptera (Brachycera)","Agromyzidae","Liriomyza","trifolii","10.X.1998",1998-10-10,"1998","Diptera"
"23U673","Diptera (Brachycera)","Agromyzidae","Liriomyza","trifolii","10.X.1998",1998-10-10,"1998","Diptera"
"23U674","Diptera (Brachycera)","Aulacigastridae","Aulacigaster","leucopeza","30.IV.1981",1981-04-30,"1981","Diptera"
"23U675","Diptera (Brachycera)","Anthomyzidae","Stiphrosoma","vittatum","26.VI.1994",1994-06-26,"1994","Diptera"
"23U676","Diptera (Brachycera)","Anthomyzidae","Anthomyza","concolor","4.VI.2002",2002-06-04,"2002","Diptera"
"23U677","Diptera (Brachycera)","Anthomyzidae","Anthomyza","concolor","4.VI.2002",2002-06-04,"2002","Diptera"
"23U678","Diptera (Brachycera)","Anthomyzidae","Anthomyza","concolor","4.VI.2002",2002-06-04,"2002","Diptera"
"23U680","Coleoptera","Carabidae","Anisodactylus","similis","25.VIII.1981",1981-08-25,"1981","Coleoptera"
"23U681","Coleoptera","Carabidae","Anisodactylus","nivalis","25.VIII.1981",1981-08-25,"1981","Coleoptera"
"23U682","Coleoptera","Carabidae","Anisodactylus","rudis","25.VIII.1981",1981-08-25,"1981","Coleoptera"
"23U684","Coleoptera","Carabidae","Dicheirus","dilatatus","27.X.1987",1987-10-27,"1987","Coleoptera"
"23U685","Coleoptera","Carabidae","Dicheirus","brunneus","01.V.1981",1981-05-01,"1981","Coleoptera"
"23U686","Coleoptera","Carabidae","Dicheirus","piceus","30.VIII.1995",1995-08-30,"1995","Coleoptera"
"23U687","Coleoptera","Carabidae","Harpalus","fraternus","25.VIII.1981",1981-08-25,"1981","Coleoptera"
"23U688","Coleoptera","Carabidae","Selenophorus","sp.","10.VIII.1981",1981-08-10,"1981","Coleoptera"
"23U690","Coleoptera","Carabidae","Calathus","ruficollis ignicollis","13.III.1987",1987-03-13,"1987","Coleoptera"
"23U692","Coleoptera","Carabidae","Calathus","ruficollis ruficollis","18.V.1987",1987-05-18,"1987","Coleoptera"
"23U693","Coleoptera","Carabidae","Laemostenus","sp.","28.XI.1988",1988-11-28,"1988","Coleoptera"
"23U696","Coleoptera","Carabidae","Anchomenus","funebris","26.III.1987",1987-03-26,"1987","Coleoptera"
"23U698","Coleoptera","Carabidae","Tanystoma","maculicolle","25.III.1987",1987-03-25,"1987","Coleoptera"
"23U700","Coleoptera","Carabidae","Agonum","fossiger","25.III.1987",1987-03-25,"1987","Coleoptera"
"23U704","Coleoptera","Carabidae","Agonum","suturale","26.III.1987",1987-03-26,"1987","Coleoptera"
"23U706","Coleoptera","Carabidae","Agonum","limbatum","25.III.1987",1987-03-25,"1987","Coleoptera"
"23U707","Coleoptera","Carabidae","Agonum","punctiforme","19.V.1980",1980-05-19,"1980","Coleoptera"
"23U708","Coleoptera","Carabidae","Platynus","brunneomarginatus","26.III.1987",1987-03-26,"1987","Coleoptera"
"23U709","Coleoptera","Carabidae","Tetragonoderus","pallidus","14.VIII.1983",1983-08-14,"1983","Coleoptera"
"23U710","Coleoptera","Carabidae","Tetragonoderus","pallidus","25.III.1993",1993-03-25,"1993","Coleoptera"
"23U711","Coleoptera","Carabidae","Cymindis","evanescens","12.V.1981",1981-05-12,"1981","Coleoptera"
"23U712","Coleoptera","Carabidae","Cymindis","punctigera","02.XII.1981",1981-12-02,"1981","Coleoptera"
"23U713","Coleoptera","Carabidae","Calleida","brunnea","25.IX.1980",1980-09-25,"1980","Coleoptera"
"23U714","Coleoptera","Carabidae","Tecnophilus","sp.","18.VII.1980",1980-07-18,"1980","Coleoptera"
"23U715","Coleoptera","Carabidae","Pseudaptinus","sp.","11.IX.1980",1980-09-11,"1980","Coleoptera"
"23U716","Coleoptera","Carabidae","Galerita","sp.","19.IX.1986",1986-09-19,"1986","Coleoptera"
"23U717","Coleoptera","Carabidae","Cicindela","amargosae","06.VII.1999",1999-07-06,"1999","Coleoptera"
"23U718","Coleoptera","Carabidae","Cicindela","depressula depressula","25.VI.2003",2003-06-25,"2003","Coleoptera"
"23U719","Coleoptera","Carabidae","Cicindela","depressula eureka","10.IV.2000",2000-04-10,"2000","Coleoptera"
"23U720","Coleoptera","Carabidae","Cicindela","hirticollis gravida","13.IV.1980",1980-04-13,"1980","Coleoptera"
"23U721","Coleoptera","Carabidae","Cicindela","longilabris","04.IV.2000",2000-04-04,"2000","Coleoptera"
"23U722","Coleoptera","Carabidae","Cicindela","longilabris perviridis","06.VII.1982",1982-07-06,"1982","Coleoptera"
"23U723","Coleoptera","Carabidae","Cicindela","nebraskana","17.VII.2000",2000-07-17,"2000","Coleoptera"
"23U724","Coleoptera","Carabidae","Cicindela","oregona","02.V.2010",2010-05-02,"2010","Coleoptera"
"23U725","Coleoptera","Carabidae","Cicindela","oregona oregona","02.IX.1981",1981-09-02,"1981","Coleoptera"
"23U726","Coleoptera","Carabidae","Cicindela","parowana platti","07.VI.2001",2001-06-07,"2001","Coleoptera"
"23U727","Coleoptera","Carabidae","Cicindela","plutonica","04.X.1999",1999-10-04,"1999","Coleoptera"
"23U728","Coleoptera","Carabidae","Cicindela","purpurea hatchi","04.IV.2000",2000-04-04,"2000","Coleoptera"
"23U729","Coleoptera","Carabidae","Cicindela","purpurea lauta","18.II.2000",2000-02-18,"2000","Coleoptera"
"23U730","Coleoptera","Carabidae","Cicindela","tenuicincta","16.VII.1997",1997-07-16,"1997","Coleoptera"
"23U731","Coleoptera","Carabidae","Cicindela","tranquebarica parallelonota","23.VI.1983",1983-06-23,"1983","Coleoptera"
"23U732","Coleoptera","Carabidae","Cicindela","tranquebarica vibex","31.V.2001",2001-05-31,"2001","Coleoptera"
"23U733","Coleoptera","Carabidae","Cicindela","willistoni","07.VII.2000",2000-07-07,"2000","Coleoptera"
"23U734","Coleoptera","Carabidae","Cicindela","hemorrhagica","25.V.2004",2004-05-25,"2004","Coleoptera"
"23U735","Coleoptera","Carabidae","Cicindela","tenuisignata","01.X.1980",1980-10-01,"1980","Coleoptera"
"23U736","Coleoptera","Carabidae","Cylindera","terricola imperfecta","03.VI.2009",2009-06-03,"2009","Coleoptera"
"23U737","Coleoptera","Carabidae","Cylindera","terricola susanagreae","05.VI.1990",1990-06-05,"1990","Coleoptera"
"23U738","Coleoptera","Carabidae","Habroscelimorpha","californica mojavi","12.X.1999",1999-10-12,"1999","Coleoptera"
"23U739","Coleoptera","Carabidae","Amblycheila","schwarzi","27.XI.1987",1987-11-27,"1987","Coleoptera"
"23U741","Coleoptera","Carabidae","Omus","audouini","06.V.1994",1994-05-06,"1994","Coleoptera"
"23U742","Coleoptera","Carabidae","Omus","californicus intermedius","09.III.1990",1990-03-09,"1990","Coleoptera"
"23U743","Coleoptera","Dytiscidae","Laccophilus","maculosus decipiens","26.III.1987",1987-03-26,"1987","Coleoptera"
"23U744","Coleoptera","Dytiscidae","Laccophilus","mexicanus atristernalis","12.X.1981",1981-10-12,"1981","Coleoptera"
"23U745","Coleoptera","Dytiscidae","Hygrotus","masculinus","22.VI.1983",1983-06-22,"1983","Coleoptera"
"23U746","Coleoptera","Dytiscidae","Deronectes","eximius","26.III.1987",1987-03-26,"1987","Coleoptera"
"23U747","Coleoptera","Dytiscidae","Deronectes","funereus","21.I.1981",1981-01-21,"1981","Coleoptera"
"23U748","Coleoptera","Dytiscidae","Deronectes","striatellus","14.III.1985",1985-03-14,"1985","Coleoptera"
"23U749","Coleoptera","Dytiscidae","Deronectes","striatellus","26.III.1987",1987-03-26,"1987","Coleoptera"
"23U750","Coleoptera","Dytiscidae","Agabinus","glabrellus","18.II.1984",1984-02-18,"1984","Coleoptera"
"23U751","Coleoptera","Dytiscidae","Agabus","approximatus","03.V.1980",1980-05-03,"1980","Coleoptera"
"23U752","Coleoptera","Dytiscidae","Agabus","confertus","14.IV.1984",1984-04-14,"1984","Coleoptera"
"23U753","Coleoptera","Dytiscidae","Agabus","discors","29.VI.1989",1989-06-29,"1989","Coleoptera"
"23U754","Coleoptera","Dytiscidae","Agabus","disintegratus","25.VIII.1981",1981-08-25,"1981","Coleoptera"
"23U755","Coleoptera","Dytiscidae","Agabus","ilybiiformis","22.II.1989",1989-02-22,"1989","Coleoptera"
"23U756","Coleoptera","Dytiscidae","Agabus","kootenai","29.VI.1989",1989-06-29,"1989","Coleoptera"
"23U757","Coleoptera","Dytiscidae","Agabus","lineellus","25.III.1987",1987-03-25,"1987","Coleoptera"
"23U759","Coleoptera","Dytiscidae","Agabus","lugens","15.IX.1988",1988-09-15,"1988","Coleoptera"
"23U761","Coleoptera","Dytiscidae","Agabus","lugens","12.V.1983",1983-05-12,"1983","Coleoptera"
"23U763","Coleoptera","Dytiscidae","Agabus","lutosus","24.V.1983",1983-05-24,"1983","Coleoptera"
"23U768","Coleoptera","Dytiscidae","Agabus","lutosus","28.VIII.1986",1986-08-28,"1986","Coleoptera"
"23U769","Coleoptera","Dytiscidae","Agabus","regularis","30.X.1984",1984-10-30,"1984","Coleoptera"
"23U771","Coleoptera","Dytiscidae","Agabus","sasquatch","16.VI.1988",1988-06-16,"1988","Coleoptera"
"23U772","Coleoptera","Dytiscidae","Agabus","seriatus intersectus","11.VI.1988",1988-06-11,"1988","Coleoptera"
"23U776","Coleoptera","Dytiscidae","Agabus","vandykei","07.VIII.1980",1980-08-07,"1980","Coleoptera"
"23U778","Coleoptera","Dytiscidae","Agabus","walsinghami","03.V.1980",1980-05-03,"1980","Coleoptera"
"23U780","Coleoptera","Dytiscidae","Ilybius","fraterculus","20.VII.1988",1988-07-20,"1988","Coleoptera"
"23U781","Coleoptera","Dytiscidae","Coptotomus","longulus","13.VII.1987",1987-07-13,"1987","Coleoptera"
"23U788","Coleoptera","Dytiscidae","Rhantus","anisonychus","07.IV.1984",1984-04-07,"1984","Coleoptera"
"23U789","Coleoptera","Dytiscidae","Dytiscus","sp.","03.VIII.1983",1983-08-03,"1983","Coleoptera"
"23U790","Coleoptera","Dytiscidae","Acilius","sp.","25.X.1983",1983-10-25,"1983","Coleoptera"
"23U791","Coleoptera","Dytiscidae","Thermonectus","sp.","21.I.1981",1981-01-21,"1981","Coleoptera"
"23U792","Coleoptera","Dytiscidae","Eretes","sticticus","07.IV.1984",1984-04-07,"1984","Coleoptera"
"23U793","Coleoptera","Amphizoidae","Amphizoa","insolens","01.X.1982",1982-10-01,"1982","Coleoptera"
"23U794","Coleoptera","Gyrinidae","Gyrinus","sp.","29.IX.1980",1980-09-29,"1980","Coleoptera"
"23U795","Coleoptera","Hydrophilidae","Tropisternus","lateralis","03.VII.1980",1980-07-03,"1980","Coleoptera"
"23U796","Coleoptera","Hydrophilidae","Hydrophilus","sp.","18.III.1991",1991-03-18,"1991","Coleoptera"
"23U797","Coleoptera","Hydrophilidae","Berosus","sp.","18.V.1980",1980-05-18,"1980","Coleoptera"
"23U798","Coleoptera","Hydrophilidae","Enochrus","sp.","12.V.1980",1980-05-12,"1980","Coleoptera"
"23U799","Coleoptera","Hydrophilidae","Cymbiodyta","sp.","07.VIII.1980",1980-08-07,"1980","Coleoptera"
"23U800","Coleoptera","Hydrophilidae","Sphaeridium","lunatum","30.V.1981",1981-05-30,"1981","Coleoptera"
"23U801","Coleoptera","Agyrtidae","Apteroloma","sp.","20.VII.1990",1990-07-20,"1990","Coleoptera"
"23U802","Coleoptera","Agyrtidae","Pteroloma","sp.","08.VIII.1996",1996-08-08,"1996","Coleoptera"
"23U803","Coleoptera","Agyrtidae","Necrophilus","hydrophiloides","07.I.2002",2002-01-07,"2002","Coleoptera"
"23U804","Coleoptera","Agyrtidae","Necrophilus","hydrophiloides","23.II.1984",1984-02-23,"1984","Coleoptera"
"23U835","Coleoptera","Carabidae","Bradycellus","sp.","01.VI.1980",1980-06-01,"1980","Coleoptera"
"23U836","Coleoptera","Carabidae","Bradycellus","sp.","01.VI.1980",1980-06-01,"1980","Coleoptera"
"23U837","Coleoptera","Dytiscidae","Liodessus","affinis","26.III.1987",1987-03-26,"1987","Coleoptera"
"23U838","Coleoptera","Dytiscidae","Bidessus","sp.","25.III.1987",1987-03-25,"1987","Coleoptera"
"23U839","Coleoptera","Dytiscidae","Uvarus","subtilis","22.IV.1987",1987-04-22,"1987","Coleoptera"
"23U840","Coleoptera","Dytiscidae","Hygrotus","sayi","26.III.1987",1987-03-26,"1987","Coleoptera"
"23U841","Coleoptera","Dytiscidae","Hydroporus","sp.","26.III.1987",1987-03-26,"1987","Coleoptera"
"23U842","Coleoptera","Dytiscidae","Hydroporus","sp.","02.V.1983",1983-05-02,"1983","Coleoptera"
"23U843","Coleoptera","Dytiscidae","Oreodytes","picturatus","28.VIII.1986",1986-08-28,"1986","Coleoptera"
"23U844","Coleoptera","Haliplidae","Haliplus","gracilis","25.VIII.1981",1981-08-25,"1981","Coleoptera"
"23U845","Coleoptera","Haliplidae","Haliplus","immaculicollis","10.VII.1985",1985-07-10,"1985","Coleoptera"
"23U847","Coleoptera","Haliplidae","Peltodytes","callosus","26.III.1987",1987-03-26,"1987","Coleoptera"
"23U848","Coleoptera","Haliplidae","Peltodytes","simplex","11.IX.1993",1993-09-11,"1993","Coleoptera"
"23U849","Coleoptera","Haliplidae","Apteraliplus","parvulus","25.III.1987",1987-03-25,"1987","Coleoptera"
"23U850","Coleoptera","Helophoridae","Helophorus","eclectus","10.VII.1980",1980-07-10,"1980","Coleoptera"
